makwata	m a k w a t a
makwato	m a k w a t o
makwavarara	m a k w a ʋ a r a r a
makwayi	m a k w a j i
makwebo	m a k w e b o
makwembere	m a k w e mb e r e
makwenha	m a k w e n h a
makwenzi	m a k w e nz i
makwezvo	m a k w e zʷ o
makwikwi	m a k w i k w i
makwili	m a k w i l i
makwindi	m a k w i nd i
makwiro	m a k w i r o
makwita	m a k w i t a
makwito	m a k w i t o
mal	m a l
malaba	m a l a b a
malabo	m a l a b o
malalika	m a l a l i k a
malamba	m a l a mb a
malanga	m a l a ŋɡ a
malangwe	m a l a ŋɡ w e
malawi	m a l a w i
malaysia	m a l a j s i a
maldives	m a l d i ʋ e s
malekano	m a l e k a n o
malele	m a l e l e
malema	m a l e m a
malenda	m a l e nd a
malenga	m a l e ŋɡ a
mali	m a l i
malinga	m a l i ŋɡ a
malinke	m a l i n k e
malm	m a l m
malola	m a l o l a
maloleka	m a l o l e k a
malomba	m a l o mb a
malombe	m a l o mb e
malonda	m a l o nd a
malonga	m a l o ŋɡ a
malongo	m a l o ŋɡ o
malono	m a l o n o
maloti	m a l o t i
malowa	m a l o w a
malta	m a l t a
maluleke	m a l u l e k e
malumbo	m a l u mb o
malunga	m a l u ŋɡ a
malungo	m a l u ŋɡ o
malungu	m a l u ŋɡ u
maluta	m a l u t a
malwanga	m a l w a ŋɡ a
mamanga	m a m a ŋɡ a
mambakweda	m a mb a k w e d a
mambakwedza	m a mb a k w e d͡z a
mambama	m a mb a m a
mambamwedzi	m a mb a m w e d͡z i
mambara	m a mb a r a
mambava	m a mb a ʋ a
mambera	m a mb e r a
mambo	m a mb o
mambokadzi	m a mb o k a d͡z i
mambure	m a mb u r e
mambwe	m a mb w e
mambwide	m a mb w i d e
mamina	m a m i n a
maminimini	m a m i n i m i n i
maminingo	m a m i n i ŋɡ o
mamishenari	m a m i ʃ e n a r i
mamiwa	m a m i w a
mamota	m a m o t a
mamoudzou	m a m o u d͡z o u
mamuna	m a m u n a
mamutse	m a m u t͡s e
mamviri	m a mʷ i r i
man	m a n
mana	m a n a
manachisi	m a n a t͡ʃ i s i
managua	m a n a ɡ u a
manake	m a n a k e
manama	m a n a m a
manamike	m a n a m i k e
manana	m a n a n a
mananga	m a n a ŋɡ a
manangwa	m a n a ŋɡ w a
manase	m a n a s e
manda	m a nd a
mandangu	m a nd a ŋɡ u
mandava	m a nd a ʋ a
mandayebwe	m a nd a j e b w e
mandayemambwe	m a nd a j e m a mb w e
mandaza	m a nd a z a
mande	m a nd e
mandebele	m a nd e b e l e
mandela	m a nd e l a
mandenga	m a nd e ŋɡ a
mandengu	m a nd e ŋɡ u
mandere	m a nd e r e
mandeya	m a nd e j a
mandianike	m a nd i a n i k e
mandimika	m a nd i m i k a
mandimu	m a nd i m u
mandinde	m a nd i nd e
mandinema	m a nd i n e m a
mandingo	m a nd i ŋɡ o
mandinka	m a nd i n k a
mandipaka	m a nd i p a k a
mandiraja	m a nd i r a d͡ʒ a
mandishona	m a nd i ʃ o n a
mandisodza	m a nd i s o d͡z a
mandivamba	m a nd i ʋ a mb a
mandonda	m a nd o nd a
mandongwe	m a nd o ŋɡ w e
mandorokwati	m a nd o r o k w a t i
mandundu	m a nd u nd u
manduwi	m a nd u w i
maneja	m a n e d͡ʒ a
maneno	m a n e n o
manera	m a n e r a
maneta	m a n e t a
maneto	m a n e t o
mang	m a ŋɡ
manga	m a ŋɡ a
mangachena	m a ŋɡ a t͡ʃ e n a
mangani	m a ŋɡ a n i
mangare	m a ŋɡ a r e
mangava	m a ŋɡ a ʋ a
mangayi	m a ŋɡ a j i
mangere	m a ŋɡ e r e
mangisi	m a ŋɡ i s i
mango	m a ŋɡ o
mangoma	m a ŋɡ o m a
mangombo	m a ŋɡ o mb o
mangoromera	m a ŋɡ o r o m e r a
mangota	m a ŋɡ o t a
mangoyi	m a ŋɡ o j i
mangu	m a ŋɡ u
mangunda	m a ŋɡ u nd a
mangundu	m a ŋɡ u nd u
mangundya	m a ŋɡ u nd j a
mangwa	m a ŋɡ w a
mangwana	m a ŋɡ w a n a
mangwanani	m a ŋɡ w a n a n i
mangwanda	m a ŋɡ w a nd a
mangwanya	m a ŋɡ w a ɲ a
mangwe	m a ŋɡ w e
mangwende	m a ŋɡ w e nd e
manhaka	m a n h a k a
manhambara	m a n h a mb a r a
manhanda	m a n h a nd a
manhando	m a n h a nd o
manhanga	m a n h a ŋɡ a
manhede	m a n h e d e
manhenda	m a n h e nd a
manhenga	m a n h e ŋɡ a
manheru	m a n h e r u
manheza	m a n h e z a
manhikatika	m a n h i k a t i k a
manho	m a n h o
manhoko	m a n h o k o
manhombo	m a n h o mb o
manhombwe	m a n h o mb w e
manhuchu	m a n h u t͡ʃ u
manhungetunge	m a n h u ŋɡ e t u ŋɡ e
manicaland	m a n i a l a nd
manika	m a n i k a
manikidzo	m a n i k i d͡z o
manila	m a n i l a
maningi	m a n i ŋɡ i
manje	m a nd͡ʒ e
manjena	m a nd͡ʒ e n a
manjengwa	m a nd͡ʒ e ŋɡ w a
manjenje	m a nd͡ʒ e nd͡ʒ e
manjeya	m a nd͡ʒ e j a
manjoro	m a nd͡ʒ o r o
mankanya	m a n k a ɲ a
mano	m a n o
manomano	m a n o m a n o
manomwe	m a n o m w e
manonda	m a n o nd a
manondanhoka	m a n o nd a n h o k a
manondanhuka	m a n o nd a n h u k a
mansa	m a n s a
manuel	m a n u e l
manungo	m a n u ŋɡ o
manwiwa	m a n w i w a
manyambiri	m a ɲ a mb i r i
manyame	m a ɲ a m e
manyanda	m a ɲ a nd a
manyani	m a ɲ a n i
manyanya	m a ɲ a ɲ a
manyaro	m a ɲ a r o
manyatera	m a ɲ a t e r a
manyau	m a ɲ a u
manyaviri	m a ɲ a ʋ i r i
manyawi	m a ɲ a w i
manyaya	m a ɲ a j a
manyemba	m a ɲ e mb a
manyemwe	m a ɲ e m w e
manyene	m a ɲ e n e
manyengu	m a ɲ e ŋɡ u
manyenye	m a ɲ e ɲ e
manyere	m a ɲ e r e
manyerenyete	m a ɲ e r e ɲ e t e
manyeruke	m a ɲ e r u k e
manyeza	m a ɲ e z a
manyika	m a ɲ i k a
manyina	m a ɲ i n a
manyinda	m a ɲ i nd a
manyinyire	m a ɲ i ɲ i r e
manyise	m a ɲ i s e
manyoka	m a ɲ o k a
manyonda	m a ɲ o nd a
manyonga	m a ɲ o ŋɡ a
manyonganise	m a ɲ o ŋɡ a n i s e
manyonge	m a ɲ o ŋɡ e
manyowa	m a ɲ o w a
manyukira	m a ɲ u k i r a
manyukunyuku	m a ɲ u k u ɲ u k u
manyuma	m a ɲ u m a
manyumba	m a ɲ u mb a
manyumbu	m a ɲ u mb u
manyumwa	m a ɲ u m w a
manyunyu	m a ɲ u ɲ u
manyura	m a ɲ u r a
manza	m a nz a
manzere	m a nz e r e
manzwiro	m a nz w i r o
maodzanyemba	m a o d͡z a ɲ e mb a
maoera	m a o e r a
maoko	m a o k o
maome	m a o m e
maomi	m a o m i
maonga	m a o ŋɡ a
maongera	m a o ŋɡ e r a
maore	m a o r e
maorera	m a o r e r a
mapadza	m a p a d͡z a
mapaka	m a p a k a
mapakame	m a p a k a m e
mapakela	m a p a k e l a
mapako	m a p a k o
mapalo	m a p a l o
mapamba	m a p a mb a
mapambu	m a p a mb u
mapancho	m a p a n t͡ʃ o
mapanda	m a p a nd a
mapande	m a p a nd e
mapandu	m a p a nd u
mapanga	m a p a ŋɡ a
mapangana	m a p a ŋɡ a n a
mapanganhundu	m a p a ŋɡ a n h u nd u
mapanganwa	m a p a ŋɡ a n w a
mapango	m a p a ŋɡ o
mapani	m a p a n i
mapanze	m a p a nz e
mapanzure	m a p a nz u r e
mapape	m a p a p e
mapapiro	m a p a p i r o
mapapu	m a p a p u
mapara	m a p a r a
mapari	m a p a r i
mapasa	m a p a s a
mapatya	m a p a t j a
mapehwe	m a p e h w e
mapema	m a p e m a
mapemba	m a p e mb a
mapembe	m a p e mb e
mapenda	m a p e nd a
mapendekete	m a p e nd e k e t e
mapendere	m a p e nd e r e
mapenzauswa	m a p e nz a u s w a
mapenzi	m a p e nz i
mapenzura	m a p e nz u r a
mapepanhau	m a p e p a n h a u
mapepu	m a p e p u
mapere	m a p e r e
mapereke	m a p e r e k e
maperembudzi	m a p e r e mb u d͡z i
mapesu	m a p e s u
mapeswa	m a p e s w a
mapeta	m a p e t a
mapete	m a p e t e
mapeto	m a p e t o
mapeya	m a p e j a
mapeza	m a p e z a
mapfeni	m a p͡f e n i
mapfihwa	m a p͡f i h w a
mapfudza	m a p͡f u d͡z a
mapfumbamwe	m a p͡f u mb a m w e
mapfumo	m a p͡f u m o
mapfunde	m a p͡f u nd e
mapfupa	m a p͡f u p a
mapfupi	m a p͡f u p i
mapika	m a p i k a
mapimhidze	m a p i m̤ i d͡z e
mapingure	m a p i ŋɡ u r e
mapipi	m a p i p i
mapira	m a p i r a
mapiringa	m a p i r i ŋɡ a
mapiringanwa	m a p i r i ŋɡ a n w a
mapiritsi	m a p i r i t͡s i
mapisarema	m a p i s a r e m a
mapitse	m a p i t͡s e
mapiye	m a p i j e
mapiyo	m a p i j o
mapoka	m a p o k a
mapokora	m a p o k o r a
mapokotera	m a p o k o t e r a
mapona	m a p o n a
mapondera	m a p o nd e r a
maponga	m a p o ŋɡ a
mapopoma	m a p o p o m a
maportuguese	m a p o r t u ɡ u e s e
maposa	m a p o s a
mapote	m a p o t e
mapoto	m a p o t o
mapudzi	m a p u d͡z i
mapukuta	m a p u k u t a
mapumbwa	m a p u mb w a
mapunda	m a p u nd a
mapunga	m a p u ŋɡ a
mapungu	m a p u ŋɡ u
mapungubwe	m a p u ŋɡ u b w e
mapungwana	m a p u ŋɡ w a n a
mapuranga	m a p u r a ŋɡ a
mapurisa	m a p u r i s a
mapurisana	m a p u r i s a n a
maputo	m a p u t o
maputuka	m a p u t u k a
maputuke	m a p u t u k e
maputukezi	m a p u t u k e z i
mapuvire	m a p u ʋ i r e
mapuwe	m a p u w e
mapweza	m a p w e z a
mara	m a r a
maradzwa	m a r a d͡z w a
maraicha	m a r a i t͡ʃ a
maraki	m a r a k i
maramba	m a r a mb a
marambakuyana	m a r a mb a k u j a n a
maramu	m a r a m u
maramura	m a r a m u r a
maranda	m a r a nd a
marandure	m a r a nd u r e
maranga	m a r a ŋɡ a
marange	m a r a ŋɡ e
marangwanda	m a r a ŋɡ w a nd a
maranzi	m a r a nz i
marara	m a r a r a
mararike	m a r a r i k e
marasha	m a r a ʃ a
marata	m a r a t a
maraura	m a r a u r a
maravanyika	m a r a ʋ a ɲ i k a
marawuro	m a r a w u r o
marc	m a r
mare	m a r e
marecha	m a r e t͡ʃ a
marechera	m a r e t͡ʃ e r a
maredza	m a r e d͡z a
maregere	m a r e ɡ e r e
marenga	m a r e ŋɡ a
marenge	m a r e ŋɡ e
marengenya	m a r e ŋɡ e ɲ a
marengo	m a r e ŋɡ o
marengu	m a r e ŋɡ u
marengwa	m a r e ŋɡ w a
marepa	m a r e p a
marere	m a r e r e
mareya	m a r e j a
margaret	m a r ɡ a r e t
mari	m a r i
mariana	m a r i a n a
maridadi	m a r i d a d i
marie	m a r i e
mariga	m a r i ɡ a
marikano	m a r i k a n o
marikopo	m a r i k o p o
marima	m a r i m a
marimba	m a r i mb a
marime	m a r i m e
marimira	m a r i m i r a
marimo	m a r i m o
marimuka	m a r i m u k a
marin	m a r i n
marinda	m a r i nd a
marindi	m a r i nd i
maringa	m a r i ŋɡ a
maringano	m a r i ŋɡ a n o
maringe	m a r i ŋɡ e
maringwa	m a r i ŋɡ w a
marino	m a r i n o
mariro	m a r i r o
marisa	m a r i s a
mariva	m a r i ʋ a
marketing	m a r k e t i ŋɡ
maro	m a r o
maromo	m a r o m o
marondera	m a r o nd e r a
maronga	m a r o ŋɡ a
marongwe	m a r o ŋɡ w e
marora	m a r o r a
maroro	m a r o r o
marota	m a r o t a
maroveke	m a r o ʋ e k e
marovha	m a r o v a
marovhu	m a r o v u
marovu	m a r o ʋ u
marowa	m a r o w a
marozva	m a r o zʷ a
marrakesh	m a r r a k e ʃ
marshall	m a r ʃ a l l
martin	m a r t i n
marudzi	m a r u d͡z i
marudzivare	m a r u d͡z i ʋ a r e
marufu	m a r u f u
maruku	m a r u k u
marukutira	m a r u k u t i r a
maruma	m a r u m a
marumbi	m a r u mb i
marundo	m a r u nd o
marunga	m a r u ŋɡ a
marungu	m a r u ŋɡ u
maruni	m a r u n i
marunye	m a r u ɲ e
marunza	m a r u nz a
marupwa	m a r u p w a
marura	m a r u r a
maruru	m a r u r u
maruruma	m a r u r u m a
maruta	m a r u t a
maruva	m a r u ʋ a
maruve	m a r u ʋ e
maruwa	m a r u w a
maruwo	m a r u w o
marwa	m a r w a
marwadzo	m a r w a d͡z o
marwiro	m a r w i r o
masa	m a s a
masaisai	m a s a i s a i
masaka	m a s a k a
masalu	m a s a l u
masaluka	m a s a l u k a
masamba	m a s a mb a
masambe	m a s a mb e
masamvu	m a s a mʷ u
masana	m a s a n a
masanga	m a s a ŋɡ a
masanganzira	m a s a ŋɡ a nz i r a
masango	m a s a ŋɡ o
masani	m a s a n i
masansa	m a s a n s a
masanza	m a s a nz a
masara	m a s a r a
masarango	m a s a r a ŋɡ o
masaraure	m a s a r a u r e
masarira	m a s a r i r a
masasa	m a s a s a
masawi	m a s a w i
masawu	m a s a w u
masaya	m a s a j a
masedhoniya	m a s e d̤ o n i j a
masekela	m a s e k e l a
maseko	m a s e k o
masembu	m a s e mb u
masembura	m a s e mb u r a
masenda	m a s e nd a
masendeke	m a s e nd e k e
masengwe	m a s e ŋɡ w e
masenze	m a s e nz e
masepe	m a s e p e
masera	m a s e r a
masere	m a s e r e
maseremoni	m a s e r e m o n i
maseru	m a s e r u
maseruka	m a s e r u k a
maserwa	m a s e r w a
maserwe	m a s e r w e
masese	m a s e s e
mashaire	m a ʃ a i r e
mashaka	m a ʃ a k a
mashakada	m a ʃ a k a d a
mashama	m a ʃ a m a
mashamba	m a ʃ a mb a
mashambanzou	m a ʃ a mb a nz o u
mashanga	m a ʃ a ŋɡ a
mashange	m a ʃ a ŋɡ e
mashanu	m a ʃ a n u
mashanyare	m a ʃ a ɲ a r e
mashara	m a ʃ a r a
masharo	m a ʃ a r o
mashavave	m a ʃ a ʋ a ʋ e
mashawi	m a ʃ a w i
mashaya	m a ʃ a j a
mashereni	m a ʃ e r e n i
mashingaidze	m a ʃ i ŋɡ a i d͡z e
mashinkila	m a ʃ i n k i l a
mashiri	m a ʃ i r i
mashiringwani	m a ʃ i r i ŋɡ w a n i
mashiya	m a ʃ i j a
mashizha	m a ʃ i ʒ a
mashoko	m a ʃ o k o
mashonaland	m a ʃ o n a l a nd
mashonga	m a ʃ o ŋɡ a
mashonganyika	m a ʃ o ŋɡ a ɲ i k a
mashongera	m a ʃ o ŋɡ e r a
mashonja	m a ʃ o nd͡ʒ a
mashozhera	m a ʃ o ʒ e r a
mashuku	m a ʃ u k u
mashumba	m a ʃ u mb a
mashura	m a ʃ u r a
mashuramo	m a ʃ u r a m o
mashuza	m a ʃ u z a
masika	m a s i k a
masikati	m a s i k a t i
masike	m a s i k e
masiki	m a s i k i
masiku	m a s i k u
masikujechetere	m a s i k u d͡ʒ e t͡ʃ e t e r e
masikumaenzane	m a s i k u m a e nz a n e
masimba	m a s i mb a
masimo	m a s i m o
masinga	m a s i ŋɡ a
masinza	m a s i nz a
masipitire	m a s i p i t i r e
masipula	m a s i p u l a
masiriri	m a s i r i r i
masiwa	m a s i w a
masiya	m a s i j a
masiyaharwa	m a s i j a h a r w a
masiyarwa	m a s i j a r w a
masiyiwa	m a s i j i w a
maslow	m a s l o w
masocha	m a s o t͡ʃ a
masoha	m a s o h a
masoka	m a s o k a
masomere	m a s o m e r e
masoneka	m a s o n e k a
masonga	m a s o ŋɡ a
masongera	m a s o ŋɡ e r a
masongo	m a s o ŋɡ o
masora	m a s o r a
masoso	m a s o s o
masowe	m a s o w e
mass	m a s s
massawa	m a s s a w a
masuko	m a s u k o
masuku	m a s u k u
masukume	m a s u k u m e
masumba	m a s u mb a
masumbu	m a s u mb u
masunda	m a s u nd a
masundire	m a s u nd i r e
masunga	m a s u ŋɡ a
masungiro	m a s u ŋɡ i r o
masunurire	m a s u n u r i r e
masusu	m a s u s u
masuwa	m a s u w a
masvanhise	m a sʷ a n h i s e
masvaya	m a sʷ a j a
masvingo	m a sʷ i ŋɡ o
masvomho	m a sʷ o m̤ o
masvomhu	m a sʷ o m̤ u
masvosva	m a sʷ o sʷ a
maswera	m a s w e r a
mata	m a t a
mataa	m a t a a
mataba	m a t a b a
matabele	m a t a b e l e
matabeleland	m a t a b e l e l a nd
matadi	m a t a d i
matadza	m a t a d͡z a
mataga	m a t a ɡ a
matagadzikwa	m a t a ɡ a d͡z i k w a
mataire	m a t a i r e
mataka	m a t a k a
matakadza	m a t a k a d͡z a
matal	m a t a l
matala	m a t a l a
mataluka	m a t a l u k a
matama	m a t a m a
matamba	m a t a mb a
matamisa	m a t a m i s a
matanda	m a t a nd a
matandadziva	m a t a nd a d͡z i ʋ a
matandara	m a t a nd a r a
matandi	m a t a nd i
matanga	m a t a ŋɡ a
matangadzira	m a t a ŋɡ a d͡z i r a
matangaidze	m a t a ŋɡ a i d͡z e
matangara	m a t a ŋɡ a r a
matange	m a t a ŋɡ e
matangira	m a t a ŋɡ i r a
matangwa	m a t a ŋɡ w a
matanhatu	m a t a n h a t u
matanza	m a t a nz a
matapiri	m a t a p i r i
matapure	m a t a p u r e
matara	m a t a r a
mataranyika	m a t a r a ɲ i k a
matarara	m a t a r a r a
matare	m a t a r e
matari	m a t a r i
mataruka	m a t a r u k a
mataruse	m a t a r u s e
matarutse	m a t a r u t͡s e
matata	m a t a t a
matati	m a t a t i
matatu	m a t a t u
matauka	m a t a u k a
mataure	m a t a u r e
matavire	m a t a ʋ i r e
matawa	m a t a w a
matchaba	m a t t͡ʃ a b a
mate	m a t e
matebele	m a t e b e l e
matedze	m a t e d͡z e
mateka	m a t e k a
matekenyandebvu	m a t e k e ɲ a nd e b͡v u
matekeshe	m a t e k e ʃ e
mateko	m a t e k o
matela	m a t e l a
matema	m a t e m a
matemba	m a t e mb a
matemo	m a t e m o
matende	m a t e nd e
matenga	m a t e ŋɡ a
matenge	m a t e ŋɡ e
matenhere	m a t e n h e r e
mateo	m a t e o
matepeta	m a t e p e t a
matepo	m a t e p o
matere	m a t e r e
matereke	m a t e r e k e
materu	m a t e r u
materuka	m a t e r u k a
matesvadenga	m a t e sʷ a d e ŋɡ a
matesvenenga	m a t e sʷ e n e ŋɡ a
matete	m a t e t e
mateura	m a t e u r a
mateveke	m a t e ʋ e k e
matevhu	m a t e v u
matewe	m a t e w e
mateya	m a t e j a
mathangu	m a t h a ŋɡ u
mathias	m a t h i a s
matidoda	m a t i d o d a
matika	m a t i k a
matikiti	m a t i k i t i
matilda	m a t i l d a
matimba	m a t i mb a
matinde	m a t i nd e
matindike	m a t i nd i k e
matindikwa	m a t i nd i k w a
matinenga	m a t i n e ŋɡ a
matinji	m a t i nd͡ʒ i
matiza	m a t i z a
matizamhuka	m a t i z a m̤ u k a
matobo	m a t o b o
matobwe	m a t o b w e
matohwe	m a t o h w e
matoka	m a t o k a
matola	m a t o l a
matoma	m a t o m a
matombo	m a t o mb o
matome	m a t o m e
matonda	m a t o nd a
matondazuva	m a t o nd a z u ʋ a
matondo	m a t o nd o
matonga	m a t o ŋɡ a
matongerwo	m a t o ŋɡ e r w o
matongo	m a t o ŋɡ o
matongora	m a t o ŋɡ o r a
matoo	m a t o o
matope	m a t o p e
matopodzi	m a t o p o d͡z i
matora	m a t o r a
matoranhembe	m a t o r a n h e mb e
matore	m a t o r e
matoro	m a t o r o
matosi	m a t o s i
matovo	m a t o ʋ o
matowa	m a t o w a
matsakani	m a t͡s a k a n i
matsanga	m a t͡s a ŋɡ a
matsango	m a t͡s a ŋɡ o
matsapha	m a t͡s a p h a
matsaru	m a t͡s a r u
matsi	m a t͡s i
matsika	m a t͡s i k a
matsikwa	m a t͡s i k w a
matsime	m a t͡s i m e
matsinza	m a t͡s i nz a
matsitsi	m a t͡s i t͡s i
matsiya	m a t͡s i j a
matsukwe	m a t͡s u k w e
matsungo	m a t͡s u ŋɡ o
matsutso	m a t͡s u t͡s o
matsvanzvi	m a t͡sʷ a nzʷ i
matsvimbo	m a t͡sʷ i mb o
matsviture	m a t͡sʷ i t u r e
mattokki	m a t t o k k i
matudza	m a t u d͡z a
matuka	m a t u k a
matuke	m a t u k e
matuku	m a t u k u
matukuta	m a t u k u t a
matulo	m a t u l o
matuma	m a t u m a
matumbe	m a t u mb e
matumbu	m a t u mb u
matumburirwa	m a t u mb u r i r w a
matumbwa	m a t u mb w a
matunda	m a t u nd a
matundu	m a t u nd u
matunduru	m a t u nd u r u
matungo	m a t u ŋɡ o
matunhire	m a t u n h i r e
matunhu	m a t u n h u
matunhumadiki	m a t u n h u m a d i k i
matunzwi	m a t u nz w i
matupa	m a t u p a
matupira	m a t u p i r a
matupire	m a t u p i r e
maturo	m a t u r o
maturure	m a t u r u r e
matuwa	m a t u w a
matuzu	m a t u z u
matuzvi	m a t u zʷ i
matwi	m a t w i
matyaka	m a t j a k a
matyamvura	m a t j a mʷ u r a
mauku	m a u k u
mauladi	m a u l a d i
maumbe	m a u mb e
maun	m a u n
maunde	m a u nd e
maune	m a u n e
maunga	m a u ŋɡ a
maungamhenyu	m a u ŋɡ a m̤ e ɲ u
maunganidze	m a u ŋɡ a n i d͡z e
maungaruvara	m a u ŋɡ a r u ʋ a r a
maungira	m a u ŋɡ i r a
maungwe	m a u ŋɡ w e
maunze	m a u nz e
maureen	m a u r e e n
maurice	m a u r i e
mauritania	m a u r i t a n i a
mauritius	m a u r i t i u s
mauro	m a u r o
mauru	m a u r u
mauta	m a u t a
mauto	m a u t o
mautsa	m a u t͡s a
mautsahuku	m a u t͡s a h u k u
mauya	m a u j a
mauza	m a u z a
mauzi	m a u z i
mavambakuyedza	m a ʋ a mb a k u j e d͡z a
mavambo	m a ʋ a mb o
mavara	m a ʋ a r a
maveka	m a ʋ e k a
maveke	m a ʋ e k e
mavenda	m a ʋ e nd a
mavesera	m a ʋ e s e r a
mavetera	m a ʋ e t e r a
mavetero	m a ʋ e t e r o
maveve	m a ʋ e ʋ e
mavhengere	m a v e ŋɡ e r e
mavhere	m a v e r e
mavheti	m a v e t i
mavhina	m a v i n a
mavhinga	m a v i ŋɡ a
mavhu	m a v u
mavhunga	m a v u ŋɡ a
mavhungu	m a v u ŋɡ u
mavhuramo	m a v u r a m o
mavi	m a ʋ i
mavindi	m a ʋ i nd i
mavindidze	m a ʋ i nd i d͡z e
mavirazuva	m a ʋ i r a z u ʋ a
maviri	m a ʋ i r i
mavirira	m a ʋ i r i r a
mavivi	m a ʋ i ʋ i
mavongwe	m a ʋ o ŋɡ w e
mavune	m a ʋ u n e
mavungo	m a ʋ u ŋɡ o
mavuno	m a ʋ u n o
mavusa	m a ʋ u s a
mavuwa	m a ʋ u w a
mawa	m a w a
mawachi	m a w a t͡ʃ i
mawadzure	m a w a d͡z u r e
mawanda	m a w a nd a
mawanga	m a w a ŋɡ a
mawara	m a w a r a
maware	m a w a r e
mawarura	m a w a r u r a
mawawa	m a w a w a
mawelu	m a w e l u
mawema	m a w e m a
mawere	m a w e r e
mawerera	m a w e r e r a
mawero	m a w e r o
mawilo	m a w i l o
mawindi	m a w i nd i
mawoko	m a w o k o
mawonde	m a w o nd e
mawongera	m a w o ŋɡ e r a
maworera	m a w o r e r a
maworesa	m a w o r e s a
maworo	m a w o r o
mawoyo	m a w o j o
mawune	m a w u n e
mawunga	m a w u ŋɡ a
mawunge	m a w u ŋɡ e
mawungwe	m a w u ŋɡ w e
mawuru	m a w u r u
mawururwi	m a w u r u r w i
mawuta	m a w u t a
mawuto	m a w u t o
mawuwa	m a w u w a
mawuyu	m a w u j u
maxhosa	m a h o s a
maya	m a j a
mayaka	m a j a k a
mayarutsa	m a j a r u t͡s a
mayele	m a j e l e
mayelema	m a j e l e m a
mayeni	m a j e n i
mayera	m a j e r a
mayere	m a j e r e
mayererano	m a j e r e r a n o
mayeresa	m a j e r e s a
mayi	m a j i
mayinda	m a j i nd a
mayingila	m a j i ŋɡ i l a
mazabuka	m a z a b u k a
mazai	m a z a i
mazakwatira	m a z a k w a t i r a
mazambani	m a z a mb a n i
mazambuko	m a z a mb u k o
mazamu	m a z a m u
mazana	m a z a n a
mazanga	m a z a ŋɡ a
mazango	m a z a ŋɡ o
mazanhi	m a z a n h i
mazani	m a z a n i
mazano	m a z a n o
mazara	m a z a r a
mazarura	m a z a r u r a
mazaya	m a z a j a
mazazu	m a z a z u
mazengera	m a z e ŋɡ e r a
mazengeya	m a z e ŋɡ e j a
mazengo	m a z e ŋɡ o
mazera	m a z e r a
mazhanje	m a ʒ a nd͡ʒ e
mazheve	m a ʒ e ʋ e
mazhovore	m a ʒ o ʋ o r e
mazhumu	m a ʒ u m u
mazhumwi	m a ʒ u m w i
maziba	m a z i b a
mazibuko	m a z i b u k o
mazima	m a z i m a
mazimbe	m a z i mb e
mazino	m a z i n o
maziro	m a z i r o
maziso	m a z i s o
mazita	m a z i t a
mazivanhanga	m a z i ʋ a n h a ŋɡ a
maziwisa	m a z i w i s a
mazombe	m a z o mb e
mazondo	m a z o nd o
mazowe	m a z o w e
mazuka	m a z u k a
mazula	m a z u l a
mazulu	m a z u l u
mazunga	m a z u ŋɡ a
mazungu	m a z u ŋɡ u
mazungula	m a z u ŋɡ u l a
mazurukuze	m a z u r u k u z e
mazuva	m a z u ʋ a
mazvarira	m a zʷ a r i r a
mazvidenhedza	m a zʷ i d e n h e d͡z a
mazviro	m a zʷ i r o
mazwi	m a z w i
mbabane	mb a b a n e
mbabvu	mb a b͡v u
mbada	mb a d a
mbadi	mb a d i
mbadza	mb a d͡z a
mbadze	mb a d͡z e
mbadzi	mb a d͡z i
mbadzo	mb a d͡z o
mbage	mb a ɡ e
mbai	mb a i
mbakata	mb a k a t a
mbala	mb a l a
mbalabala	mb a l a b a l a
mbalala	mb a l a l a
mbalamba	mb a l a mb a
mbalazi	mb a l a z i
mbale	mb a l e
mbalembale	mb a l e mb a l e
mbalo	mb a l o
mbalu	mb a l u
mbama	mb a m a
mbamba	mb a mb a
mbambaira	mb a mb a i r a
mbambala	mb a mb a l a
mbambara	mb a mb a r a
mbambe	mb a mb e
mbambi	mb a mb i
mbambiro	mb a mb i r o
mbambo	mb a mb o
mbanda	mb a nd a
mbandaka	mb a nd a k a
mbandama	mb a nd a m a
mbandani	mb a nd a n i
mbandu	mb a nd u
mbanga	mb a ŋɡ a
mbangala	mb a ŋɡ a l a
mbangata	mb a ŋɡ a t a
mbango	mb a ŋɡ o
mbangu	mb a ŋɡ u
mbangula	mb a ŋɡ u l a
mbangura	mb a ŋɡ u r a
mbangure	mb a ŋɡ u r e
mbani	mb a n i
mbaniro	mb a n i r o
mbanje	mb a nd͡ʒ e
mbanji	mb a nd͡ʒ i
mbano	mb a n o
mbanza	mb a nz a
mbanze	mb a nz e
mbara	mb a r a
mbaradza	mb a r a d͡z a
mbaradzivaureya	mb a r a d͡z i ʋ a u r e j a
mbarama	mb a r a m a
mbaramatonya	mb a r a m a t o ɲ a
mbarambati	mb a r a mb a t i
mbarame	mb a r a m e
mbaramhike	mb a r a m̤ i k e
mbarami	mb a r a m i
mbarapati	mb a r a p a t i
mbarara	mb a r a r a
mbarase	mb a r a s e
mbaraswa	mb a r a s w a
mbaravara	mb a r a ʋ a r a
mbaravare	mb a r a ʋ a r e
mbarawa	mb a r a w a
mbaraza	mb a r a z a
mbare	mb a r e
mbarevare	mb a r e ʋ a r e
mbari	mb a r i
